id,surface_name,surface_group,surface_kind,syntax,example,source_file,lexer_status,parser_status,ast_node,ast_contract_status,semantic_status,type_binding_status,layout_status,hir_status,mir_opcode,mir_status,mir_verify_status,mir_json_status,ast_interpreter_status,mir_interpreter_status,x64_ast_status,x64_mir_status,x86_status,js_transpiler_status,wasm_wat_status,browser_runtime_status,library_binding_status,vscode_evidence_status,test_status,doc_status,final_decision,required_action,owner
UXB-SURFACE-049,TIMER,builtin,builtin_function,TIMER,TIMER,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,TIMER_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_TIMER,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,RUNTIME_CALL,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,BROKEN,ADD_AST_CONTRACT,codex-step1
UXB-SURFACE-050,TRIGGER,builtin,builtin_function,TRIGGER,TRIGGER,src/parser/parser/parser_stmt_event_pipe.fbs,IMPLEMENTED,IMPLEMENTED,TRIGGER_STMT,MISSING,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,BROKEN,ADD_AST_CONTRACT,codex-step1
UXB-SURFACE-051,UCASE,builtin,builtin_function,UCASE,UCASE,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,UCASE_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_UCASE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-052,VAL,builtin,builtin_function,VAL,VAL,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,VAL_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_VAL,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-053,VIRTUAL,builtin,builtin_function,VIRTUAL,VIRTUAL,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,VIRTUAL_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-054,ARRAY,collection,basic_statement,ARRAY,ARRAY,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,ARRAY_STMT,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_ARRAY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,BROKEN,ADD_AST_CONTRACT,codex-step1
UXB-SURFACE-055,DICT,collection,basic_statement,DICT,DICT,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,DICT_STMT,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,BROKEN,ADD_AST_CONTRACT,codex-step1
UXB-SURFACE-056,LIST,collection,basic_statement,LIST,LIST,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,LIST_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_LIST,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-057,SET,collection,basic_statement,SET,SET,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,SET_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_SET,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-058,ABSTRACT,compile_time,directive,ABSTRACT,ABSTRACT,src/parser/parser/parser_stmt_decl_core.fbs,IMPLEMENTED,IMPLEMENTED,ABSTRACT_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-059,ALIAS,compile_time,directive,ALIAS,ALIAS,src/parser/parser/parser_stmt_decl_dispatch.fbs,IMPLEMENTED,IMPLEMENTED,ALIAS_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,MIR_ALIAS,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-060,BYREF,compile_time,directive,BYREF,BYREF,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,BYREF_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_BYREF,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-061,BYVAL,compile_time,directive,BYVAL,BYVAL,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,BYVAL_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_BYVAL,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-062,CDECL,compile_time,directive,CDECL,CDECL,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,CDECL_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_CDECL,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-063,FINAL,compile_time,directive,FINAL,FINAL,src/parser/parser/parser_stmt_decl_core.fbs,IMPLEMENTED,IMPLEMENTED,FINAL_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,MIR_FINAL,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-064,FRIEND,compile_time,directive,FRIEND,FRIEND,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,FRIEND_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-065,IMMUTABLE,compile_time,directive,IMMUTABLE,IMMUTABLE,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,IMMUTABLE_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_IMMUTABLE,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-066,IMPORT,compile_time,directive,IMPORT,"IMPORT ""json"" AS json",src/parser/parser/parser_path_validation_helpers.fbs,IMPLEMENTED,IMPLEMENTED,IMPORT_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-067,INCLUDE,compile_time,directive,INCLUDE,"INCLUDE ""file.uxmh""",src/parser/parser/parser_path_validation_helpers.fbs,IMPLEMENTED,IMPLEMENTED,INCLUDE_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,MIR_INCLUDE,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-068,MODULE,compile_time,directive,MODULE,MODULE,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,MODULE_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,MIR_MODULE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-069,MUTABLE,compile_time,directive,MUTABLE,MUTABLE,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,MUTABLE_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_MUTABLE,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-070,NAMESPACE,compile_time,directive,NAMESPACE,NAMESPACE,src/parser/parser/parser_stmt_decl_dispatch.fbs,IMPLEMENTED,IMPLEMENTED,NAMESPACE_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-071,PRIVATE,compile_time,directive,PRIVATE,PRIVATE,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,PRIVATE_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_PRIVATE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-072,PROTECTED,compile_time,directive,PROTECTED,PROTECTED,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,PROTECTED_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-073,PUBLIC,compile_time,directive,PUBLIC,PUBLIC,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,PUBLIC_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-074,READONLY,compile_time,directive,READONLY,READONLY,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,READONLY_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_READONLY,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-075,RESTRICTED,compile_time,directive,RESTRICTED,RESTRICTED,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,RESTRICTED_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-076,SEALED,compile_time,directive,SEALED,SEALED,src/parser/parser/parser_stmt_decl_core.fbs,IMPLEMENTED,IMPLEMENTED,SEALED_STMT,MISSING,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-077,STATIC,compile_time,directive,STATIC,STATIC,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,STATIC_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,MIR_STATIC,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-078,STDCALL,compile_time,directive,STDCALL,STDCALL,src/parser/parser/parser_stmt_dispatch.fbs,IMPLEMENTED,IMPLEMENTED,STDCALL_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,MIR_STDCALL,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-079,USING,compile_time,directive,USING,USING,src/parser/parser/parser_stmt_decl_dispatch.fbs,IMPLEMENTED,IMPLEMENTED,USING_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-080,CASE,control_flow,basic_statement,CASE,CASE,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,CASE_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_CASE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-081,DO,control_flow,basic_statement,DO,DO,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,DO_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_DO,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-082,EACH,control_flow,basic_statement,EACH,EACH,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,EACH_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-083,ELSE,control_flow,basic_statement,ELSE,ELSE,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,ELSE_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_ELSE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-084,ELSEIF,control_flow,basic_statement,ELSEIF,ELSEIF,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,ELSEIF_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,MIR_ELSEIF,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-085,END,control_flow,basic_statement,END,END,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,END_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_END,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-086,EXIT,control_flow,basic_statement,EXIT,EXIT,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,EXIT_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MIR_EXIT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-087,FOR,control_flow,basic_statement,FOR,FOR i = 1 TO 3,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,FOR_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_FOR,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-088,GOSUB,control_flow,basic_statement,GOSUB,GOSUB,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,GOSUB_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-089,GOTO,control_flow,basic_statement,GOTO,GOTO,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,GOTO_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,MIR_GOTO,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-090,IF,control_flow,basic_statement,IF,IF x THEN PRINT x,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,IF_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_IF,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-091,IN,control_flow,basic_statement,IN,IN,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,IN_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_IN,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
